time,canopy.ca_conc,canopy.lai,leaf.d13c,apar,A,d13c,Acg_lim,Ajg_lim,Apg_lim,cb,ci,cc,gb,gs,gi,g,rd,m,G_dir,k_dir,k_diff,k_dirprime,k_diffprime,k_vcmax,lscattering,alb_dir,alb_diff,alb_dir_can,alb_diff_can
        1894,      294.98,           3,f_d13c_lin,    690.1394,    15.69802,    24.58382,           0,    0.000000,           0,           0,    23.57882,    23.57882,         Inf,   0.4025207,         Inf,   0.4025207,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1895,      295.30,           3,f_d13c_lin,    690.1394,    15.71473,    24.58382,           0,    0.000000,           0,           0,    23.60441,    23.60441,         Inf,   0.4025130,         Inf,   0.4025130,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1896,      295.60,           3,f_d13c_lin,    690.1394,    15.73038,    24.58383,           0,    0.000000,           0,           0,    23.62840,    23.62840,         Inf,   0.4025055,         Inf,   0.4025055,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1897,      295.86,           3,f_d13c_lin,    690.1394,    15.74393,    24.58384,           0,    0.000000,           0,           0,    23.64919,    23.64919,         Inf,   0.4024989,         Inf,   0.4024989,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1898,      296.11,           3,f_d13c_lin,    690.1394,    15.75696,    24.58385,           0,    0.000000,           0,           0,    23.66918,    23.66918,         Inf,   0.4024925,         Inf,   0.4024925,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1899,      296.34,           3,f_d13c_lin,    690.1394,    15.76895,    24.58385,           0,    0.000000,           0,           0,    23.68757,    23.68757,         Inf,   0.4024865,         Inf,   0.4024865,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1900,      296.56,           3,f_d13c_lin,    690.1394,    15.78041,    24.58386,           0,    0.000000,           0,           0,    23.70516,    23.70516,         Inf,   0.4024806,         Inf,   0.4024806,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1901,      296.80,           3,f_d13c_lin,    690.1394,    15.79290,    24.58387,           0,    0.000000,           0,           0,    23.72436,    23.72436,         Inf,   0.4024741,         Inf,   0.4024741,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1902,      297.04,           3,f_d13c_lin,    690.1394,    15.80539,    24.58387,           0,    0.000000,           0,           0,    23.74355,    23.74355,         Inf,   0.4024675,         Inf,   0.4024675,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1903,      297.29,           3,f_d13c_lin,    690.1394,    15.81840,    24.58388,           0,    0.000000,           0,           0,    23.76354,    23.76354,         Inf,   0.4024605,         Inf,   0.4024605,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1904,      297.57,           3,f_d13c_lin,    690.1394,    15.83296,    24.58389,           0,    0.000000,           0,           0,    23.78594,    23.78594,         Inf,   0.4024525,         Inf,   0.4024525,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1905,      297.87,           3,f_d13c_lin,    690.1394,    15.84855,    24.58390,           0,    0.000000,           0,           0,    23.80993,    23.80993,         Inf,   0.4024438,         Inf,   0.4024438,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1906,      298.17,           3,f_d13c_lin,    690.1394,    15.86413,    24.58391,           0,    0.000000,           0,           0,    23.83392,    23.83392,         Inf,   0.4024349,         Inf,   0.4024349,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1907,      298.49,           3,f_d13c_lin,    690.1394,    15.88075,    24.58392,           0,    0.000000,           0,           0,    23.85951,    23.85951,         Inf,   0.4024253,         Inf,   0.4024253,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1908,      298.82,           3,f_d13c_lin,    690.1394,    15.89787,    24.58393,           0,    0.000000,           0,           0,    23.88590,    23.88590,         Inf,   0.4024152,         Inf,   0.4024152,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1909,      299.15,           3,f_d13c_lin,    690.1394,    15.91499,    24.58394,           0,    0.000000,           0,           0,    23.91229,    23.91229,         Inf,   0.4024049,         Inf,   0.4024049,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1910,      299.49,           3,f_d13c_lin,    690.1394,    15.93261,    24.58395,           0,    0.000000,           0,           0,    23.93949,    23.93949,         Inf,   0.4023940,         Inf,   0.4023940,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1911,      299.84,           3,f_d13c_lin,    690.1394,    15.95074,    24.58396,           0,    0.000000,           0,           0,    23.96748,    23.96748,         Inf,   0.4023827,         Inf,   0.4023827,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1912,      300.20,           3,f_d13c_lin,    690.1394,    15.96938,    24.58398,           0,    0.000000,           0,           0,    23.99627,    23.99627,         Inf,   0.4023707,         Inf,   0.4023707,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1913,      300.58,           3,f_d13c_lin,    690.1394,    15.98905,    24.58399,           0,    0.000000,           0,           0,    24.02666,    24.02666,         Inf,   0.4023579,         Inf,   0.4023579,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1914,      300.97,           3,f_d13c_lin,    690.1394,    16.00922,    24.58401,           0,    0.000000,           0,           0,    24.05786,    24.05786,         Inf,   0.4023445,         Inf,   0.4023445,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1915,      301.36,           3,f_d13c_lin,    690.1394,    16.02937,    24.58402,           0,    0.000000,           0,           0,    24.08905,    24.08905,         Inf,   0.4023308,         Inf,   0.4023308,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1916,      301.76,           3,f_d13c_lin,    690.1394,    16.05003,    24.58404,           0,    0.000000,           0,           0,    24.12104,    24.12104,         Inf,   0.4023164,         Inf,   0.4023164,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1917,      302.16,           3,f_d13c_lin,    690.1394,    16.07067,    24.58405,           0,    0.000000,           0,           0,    24.15303,    24.15303,         Inf,   0.4023018,         Inf,   0.4023018,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1918,      302.55,           3,f_d13c_lin,    690.1394,    16.09079,    24.58407,           0,    0.000000,           0,           0,    24.18423,    24.18423,         Inf,   0.4022873,         Inf,   0.4022873,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1919,      302.92,           3,f_d13c_lin,    690.1394,    16.10986,    24.58408,           0,    0.000000,           0,           0,    24.21382,    24.21382,         Inf,   0.4022733,         Inf,   0.4022733,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1920,      303.28,           3,f_d13c_lin,    690.1394,    16.12841,    24.58410,           0,    0.000000,           0,           0,    24.24262,    24.24262,         Inf,   0.4022595,         Inf,   0.4022595,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1921,      303.63,           3,f_d13c_lin,    690.1394,    16.14643,    24.58411,           0,    0.000000,           0,           0,    24.27061,    24.27061,         Inf,   0.4022458,         Inf,   0.4022458,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1922,      303.97,           3,f_d13c_lin,    690.1394,    16.16392,    24.58413,           0,    0.000000,           0,           0,    24.29781,    24.29781,         Inf,   0.4022324,         Inf,   0.4022324,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1923,      304.32,           3,f_d13c_lin,    690.1394,    16.18192,    24.58414,           0,    0.000000,           0,           0,    24.32581,    24.32581,         Inf,   0.4022183,         Inf,   0.4022183,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1924,      304.66,           3,f_d13c_lin,    690.1394,    16.19940,    24.58416,           0,    0.000000,           0,           0,    24.35300,    24.35300,         Inf,   0.4022044,         Inf,   0.4022044,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1925,      305.01,           3,f_d13c_lin,    690.1394,    16.21738,    24.58417,           0,    0.000000,           0,           0,    24.38100,    24.38100,         Inf,   0.4021899,         Inf,   0.4021899,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1926,      305.36,           3,f_d13c_lin,    690.1394,    16.23535,    24.58419,           0,    0.000000,           0,           0,    24.40900,    24.40900,         Inf,   0.4021753,         Inf,   0.4021753,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1927,      305.73,           3,f_d13c_lin,    690.1394,    16.25433,    24.58421,           0,    0.000000,           0,           0,    24.43859,    24.43859,         Inf,   0.4021595,         Inf,   0.4021595,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1928,      306.10,           3,f_d13c_lin,    690.1394,    16.27331,    24.58422,           0,    0.000000,           0,           0,    24.46819,    24.46819,         Inf,   0.4021436,         Inf,   0.4021436,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1929,      306.47,           3,f_d13c_lin,    690.1394,    16.29227,    24.58424,           0,    0.000000,           0,           0,    24.49779,    24.49779,         Inf,   0.4021274,         Inf,   0.4021274,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1930,      306.84,           3,f_d13c_lin,    690.1394,    16.31122,    24.58426,           0,    0.000000,           0,           0,    24.52739,    24.52739,         Inf,   0.4021110,         Inf,   0.4021110,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1931,      307.21,           3,f_d13c_lin,    690.1394,    16.33016,    24.58428,           0,    0.000000,           0,           0,    24.55699,    24.55699,         Inf,   0.4020943,         Inf,   0.4020943,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1932,      307.58,           3,f_d13c_lin,    690.1394,    16.34908,    24.58429,           0,    0.000000,           0,           0,    24.58659,    24.58659,         Inf,   0.4020775,         Inf,   0.4020775,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1933,      307.95,           3,f_d13c_lin,    690.1394,    16.36800,    24.58431,           0,    0.000000,           0,           0,    24.61619,    24.61619,         Inf,   0.4020604,         Inf,   0.4020604,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1934,      308.32,           3,f_d13c_lin,    690.1394,    16.38691,    24.58433,           0,    0.000000,           0,           0,    24.64579,    24.64579,         Inf,   0.4020431,         Inf,   0.4020431,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1935,      308.68,           3,f_d13c_lin,    690.1394,    16.40529,    24.58435,           0,    0.000000,           0,           0,    24.67459,    24.67459,         Inf,   0.4020261,         Inf,   0.4020261,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1936,      309.04,           3,f_d13c_lin,    690.1394,    16.42366,    24.58437,           0,    0.000000,           0,           0,    24.70339,    24.70339,         Inf,   0.4020089,         Inf,   0.4020089,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1937,      309.38,           3,f_d13c_lin,    690.1394,    16.44100,    24.58439,           0,    0.000000,           0,           0,    24.73059,    24.73059,         Inf,   0.4019924,         Inf,   0.4019924,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1938,      309.70,           3,f_d13c_lin,    690.1394,    16.45731,    24.58440,           0,    0.000000,           0,           0,    24.75619,    24.75619,         Inf,   0.4019767,         Inf,   0.4019767,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1939,      310.01,           3,f_d13c_lin,    690.1394,    16.47311,    24.58442,           0,    0.000000,           0,           0,    24.78099,    24.78099,         Inf,   0.4019614,         Inf,   0.4019614,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1940,      310.27,           3,f_d13c_lin,    690.1394,    16.48635,    24.58443,           0,    0.000000,           0,           0,    24.80179,    24.80179,         Inf,   0.4019484,         Inf,   0.4019484,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1941,      310.50,           3,f_d13c_lin,    690.1394,    16.49806,    24.58445,           0,    0.000000,           0,           0,    24.82019,    24.82019,         Inf,   0.4019369,         Inf,   0.4019369,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1942,      310.68,           3,f_d13c_lin,    690.1394,    16.50722,    24.58446,           0,    0.000000,           0,           0,    24.83459,    24.83459,         Inf,   0.4019278,         Inf,   0.4019278,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1943,      310.82,           3,f_d13c_lin,    690.1394,    16.51434,    24.58446,           0,    0.000000,           0,           0,    24.84579,    24.84579,         Inf,   0.4019207,         Inf,   0.4019207,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1944,      310.93,           3,f_d13c_lin,    690.1394,    16.51993,    24.58447,           0,    0.000000,           0,           0,    24.85460,    24.85460,         Inf,   0.4019150,         Inf,   0.4019150,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1945,      311.03,           3,f_d13c_lin,    690.1394,    16.52502,    24.58448,           0,    0.000000,           0,           0,    24.86260,    24.86260,         Inf,   0.4019099,         Inf,   0.4019099,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1946,      311.12,           3,f_d13c_lin,    690.1394,    16.52960,    24.58448,           0,    0.000000,           0,           0,    24.86980,    24.86980,         Inf,   0.4019053,         Inf,   0.4019053,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1947,      311.23,           3,f_d13c_lin,    690.1394,    16.53519,    24.58449,           0,    0.000000,           0,           0,    24.87860,    24.87860,         Inf,   0.4018996,         Inf,   0.4018996,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1948,      311.36,           3,f_d13c_lin,    690.1394,    16.54180,    24.58449,           0,    0.000000,           0,           0,    24.88900,    24.88900,         Inf,   0.4018929,         Inf,   0.4018929,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1949,      311.52,           3,f_d13c_lin,    690.1394,    16.54993,    24.58450,           0,    0.000000,           0,           0,    24.90180,    24.90180,         Inf,   0.4018846,         Inf,   0.4018846,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1950,      311.71,           3,f_d13c_lin,    690.1394,    16.55958,    24.58451,           0,    0.000000,           0,           0,    24.91700,    24.91700,         Inf,   0.4018747,         Inf,   0.4018747,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1951,      311.92,           3,f_d13c_lin,    690.1394,    16.57025,    24.58453,           0,    0.000000,           0,           0,    24.93380,    24.93380,         Inf,   0.4018637,         Inf,   0.4018637,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1952,      312.16,           3,f_d13c_lin,    690.1394,    16.58243,    24.58454,           0,    0.000000,           0,           0,    24.95301,    24.95301,         Inf,   0.4018510,         Inf,   0.4018510,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1953,      312.44,           3,f_d13c_lin,    690.1394,    16.59664,    24.58456,           0,    0.000000,           0,           0,    24.97541,    24.97541,         Inf,   0.4018361,         Inf,   0.4018361,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1954,      312.75,           3,f_d13c_lin,    690.1394,    16.61236,    24.58457,           0,    0.000000,           0,           0,    25.00021,    25.00021,         Inf,   0.4018195,         Inf,   0.4018195,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1955,      313.09,           3,f_d13c_lin,    690.1394,    16.62960,    24.58459,           0,    0.000000,           0,           0,    25.02742,    25.02742,         Inf,   0.4018011,         Inf,   0.4018011,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1956,      313.48,           3,f_d13c_lin,    690.1394,    16.64936,    24.58462,           0,    0.000000,           0,           0,    25.05862,    25.05862,         Inf,   0.4017798,         Inf,   0.4017798,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1957,      313.93,           3,f_d13c_lin,    690.1394,    16.67214,    24.58464,           0,    0.000000,           0,           0,    25.09463,    25.09463,         Inf,   0.4017549,         Inf,   0.4017549,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1958,      314.75,           3,f_d13c_lin,    690.1394,    16.71362,    24.58469,           0,    0.000000,           0,           0,    25.16024,    25.16024,         Inf,   0.4017088,         Inf,   0.4017088,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1959,      315.53,           3,f_d13c_lin,    690.1394,    16.75302,    24.58474,           0,    0.000000,           0,           0,    25.22265,    25.22265,         Inf,   0.4016640,         Inf,   0.4016640,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1960,      316.44,           3,f_d13c_lin,    690.1394,    16.79892,    24.58480,           0,    0.000000,           0,           0,    25.29547,    25.29547,         Inf,   0.4016106,         Inf,   0.4016106,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1961,      317.15,           3,f_d13c_lin,    690.1394,    16.83469,    24.58485,           0,    0.000000,           0,           0,    25.35229,    25.35229,         Inf,   0.4015682,         Inf,   0.4015682,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1962,      317.94,           3,f_d13c_lin,    690.1394,    16.87444,    24.58490,           0,    0.000000,           0,           0,    25.41551,    25.41551,         Inf,   0.4015201,         Inf,   0.4015201,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1963,      318.46,           3,f_d13c_lin,    690.1394,    16.90058,    24.58493,           0,    0.000000,           0,           0,    25.45712,    25.45712,         Inf,   0.4014880,         Inf,   0.4014880,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1964,      319.06,           3,f_d13c_lin,    690.1394,    16.93071,    24.58497,           0,    0.000000,           0,           0,    25.50513,    25.50513,         Inf,   0.4014504,         Inf,   0.4014504,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1965,      319.46,           3,f_d13c_lin,    690.1394,    16.95078,    24.58500,           0,    0.000000,           0,           0,    25.53715,    25.53715,         Inf,   0.4014251,         Inf,   0.4014251,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1966,      320.78,           3,f_d13c_lin,    690.1394,    17.01692,    24.58509,           0,    0.000000,           0,           0,    25.64279,    25.64279,         Inf,   0.4013401,         Inf,   0.4013401,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1967,      321.53,           3,f_d13c_lin,    690.1394,    17.05444,    24.58515,           0,    0.000000,           0,           0,    25.70281,    25.70281,         Inf,   0.4012907,         Inf,   0.4012907,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1968,      322.39,           3,f_d13c_lin,    690.1394,    17.09741,    24.58521,           0,    0.000000,           0,           0,    25.77164,    25.77164,         Inf,   0.4012331,         Inf,   0.4012331,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1969,      323.95,           3,f_d13c_lin,    690.1394,    17.17519,    24.58532,           0,    0.000000,           0,           0,    25.89650,    25.89650,         Inf,   0.4011262,         Inf,   0.4011262,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1970,      324.98,           3,f_d13c_lin,    690.1394,    17.22644,    24.58540,           0,    0.000000,           0,           0,    25.97894,    25.97894,         Inf,   0.4010538,         Inf,   0.4010538,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1971,      325.60,           3,f_d13c_lin,    690.1394,    17.25725,    24.58545,           0,    0.000000,           0,           0,    26.02857,    26.02857,         Inf,   0.4010096,         Inf,   0.4010096,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1972,      326.71,           3,f_d13c_lin,    690.1394,    17.31233,    24.58554,           0,    0.000000,           0,           0,    26.11742,    26.11742,         Inf,   0.4009292,         Inf,   0.4009292,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1973,      328.91,           3,f_d13c_lin,    690.1394,    17.42120,    24.58572,           0,    0.000000,           0,           0,    26.29353,    26.29353,         Inf,   0.4007654,         Inf,   0.4007654,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1974,      329.39,           3,f_d13c_lin,    690.1394,    17.44491,    24.58576,           0,    0.000000,           0,           0,    26.33195,    26.33195,         Inf,   0.4007288,         Inf,   0.4007288,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1975,      330.24,           3,f_d13c_lin,    690.1394,    17.48684,    24.58583,           0,    0.000000,           0,           0,    26.40000,    26.40000,         Inf,   0.4006634,         Inf,   0.4006634,    1.184192,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
