time,leaf.ca_conc,leaf.d13c,leaf.gstar,A,Acg,Ajg,Apg,cc,ci,ca,rd,lim,gi,gs,gb,g,d13c
        1999,      367.03,f_d13c_classical,f_gstar_f1980,   12.085015,    14.45195,    17.51636,    28.14951,    29.04237,    29.04237,    37.18931,        0.75,           2,         Inf,   0.2404855,         Inf,   0.2404855,    21.00059
        2000,      368.22,f_d13c_classical,f_gstar_f1980,   12.119856,    14.48527,    17.52673,    28.13804,    29.13665,    29.13665,    37.30989,        0.75,           2,         Inf,   0.2404030,         Inf,   0.2404030,    21.00406
        2001,      369.82,f_d13c_classical,f_gstar_f1980,   12.166599,    14.52998,    17.54059,    28.12274,    29.26342,    29.26342,    37.47201,        0.75,           2,         Inf,   0.2402909,         Inf,   0.2402909,    21.00868
        2002,      371.89,f_d13c_classical,f_gstar_f1980,   12.226900,    14.58766,    17.55838,    28.10318,    29.42744,    29.42744,    37.68175,        0.75,           2,         Inf,   0.2401441,         Inf,   0.2401441,    21.01460
        2003,      374.38,f_d13c_classical,f_gstar_f1980,   12.299180,    14.65680,    17.57956,    28.07996,    29.62474,    29.62474,    37.93405,        0.75,           2,         Inf,   0.2399649,         Inf,   0.2399649,    21.02164
        2004,      376.11,f_d13c_classical,f_gstar_f1980,   12.349234,    14.70467,    17.59414,    28.06404,    29.76183,    29.76183,    38.10935,        0.75,           2,         Inf,   0.2398387,         Inf,   0.2398387,    21.02649
        2005,      378.23,f_d13c_classical,f_gstar_f1980,   12.410390,    14.76317,    17.61185,    28.04475,    29.92982,    29.92982,    38.32415,        0.75,           2,         Inf,   0.2396823,         Inf,   0.2396823,    21.03236
        2006,      380.28,f_d13c_classical,f_gstar_f1980,   12.469335,    14.81955,    17.62883,    28.02632,    30.09228,    30.09228,    38.53187,        0.75,           2,         Inf,   0.2395292,         Inf,   0.2395292,    21.03798
        2007,      382.24,f_d13c_classical,f_gstar_f1980,   12.525519,    14.87329,    17.64492,    28.00891,    30.24760,    30.24760,    38.73047,        0.75,           2,         Inf,   0.2393811,         Inf,   0.2393811,    21.04331
        2008,      384.14,f_d13c_classical,f_gstar_f1980,   12.579821,    14.92523,    17.66039,    27.99222,    30.39818,    30.39818,    38.92299,        0.75,           2,         Inf,   0.2392361,         Inf,   0.2392361,    21.04842
        2009,      385.77,f_d13c_classical,f_gstar_f1980,   12.626280,    14.96967,    17.67357,    27.97805,    30.52736,    30.52736,    39.08815,        0.75,           2,         Inf,   0.2391105,         Inf,   0.2391105,    21.05276
        2010,      387.96,f_d13c_classical,f_gstar_f1980,   12.688517,    15.02920,    17.69112,    27.95922,    30.70094,    30.70094,    39.31005,        0.75,           2,         Inf,   0.2389402,         Inf,   0.2389402,    21.05855
        2011,      389.77,f_d13c_classical,f_gstar_f1980,   12.739798,    15.07825,    17.70551,    27.94384,    30.84439,    30.84439,    39.49345,        0.75,           2,         Inf,   0.2387980,         Inf,   0.2387980,    21.06328
        2012,      391.87,f_d13c_classical,f_gstar_f1980,   12.799116,    15.13498,    17.72206,    27.92619,    31.01084,    31.01084,    39.70623,        0.75,           2,         Inf,   0.2386315,         Inf,   0.2386315,    21.06872
        2013,      394.58,f_d13c_classical,f_gstar_f1980,   12.875384,    15.20793,    17.74321,    27.90372,    31.22565,    31.22565,    39.98082,        0.75,           2,         Inf,   0.2384142,         Inf,   0.2384142,    21.07567
        2014,      396.68,f_d13c_classical,f_gstar_f1980,   12.934268,    15.26426,    17.75943,    27.88654,    31.39211,    31.39211,    40.19360,        0.75,           2,         Inf,   0.2382441,         Inf,   0.2382441,    21.08098
        2015,      398.99,f_d13c_classical,f_gstar_f1980,   12.998823,    15.32600,    17.77712,    27.86788,    31.57522,    31.57522,    40.42766,        0.75,           2,         Inf,   0.2380552,         Inf,   0.2380552,    21.08677
        2016,      402.35,f_d13c_classical,f_gstar_f1980,   13.092316,    15.41543,    17.80254,    27.84117,    31.84158,    31.84158,    40.76811,        0.75,           2,         Inf,   0.2377773,         Inf,   0.2377773,    21.09508
        1860,      286.42,f_d13c_lin,f_gstar_constref,    8.999692,    12.04746,    15.51700,    30.89189,    22.67650,    22.67650,    29.02151,        0.75,           2,         Inf,   0.2299492,         Inf,   0.2299492,    24.40304
        1861,      286.45,f_d13c_lin,f_gstar_constref,    9.000707,    12.04841,    15.51745,    30.89113,    22.67887,    22.67887,    29.02455,        0.75,           2,         Inf,   0.2299509,         Inf,   0.2299509,    24.40304
        1862,      286.51,f_d13c_lin,f_gstar_constref,    9.002736,    12.05033,    15.51835,    30.88961,    22.68361,    22.68361,    29.03063,        0.75,           2,         Inf,   0.2299545,         Inf,   0.2299545,    24.40303
        1863,      286.59,f_d13c_lin,f_gstar_constref,    9.005442,    12.05288,    15.51954,    30.88758,    22.68994,    22.68994,    29.03873,        0.75,           2,         Inf,   0.2299592,         Inf,   0.2299592,    24.40303
        1864,      286.71,f_d13c_lin,f_gstar_constref,    9.009500,    12.05671,    15.52133,    30.88453,    22.69943,    22.69943,    29.05089,        0.75,           2,         Inf,   0.2299662,         Inf,   0.2299662,    24.40302
        1865,      286.85,f_d13c_lin,f_gstar_constref,    9.014233,    12.06117,    15.52342,    30.88099,    22.71051,    22.71051,    29.06508,        0.75,           2,         Inf,   0.2299743,         Inf,   0.2299743,    24.40301
        1866,      287.02,f_d13c_lin,f_gstar_constref,    9.019979,    12.06659,    15.52596,    30.87669,    22.72395,    22.72395,    29.08230,        0.75,           2,         Inf,   0.2299842,         Inf,   0.2299842,    24.40300
        1867,      287.21,f_d13c_lin,f_gstar_constref,    9.026399,    12.07264,    15.52879,    30.87190,    22.73898,    22.73898,    29.10155,        0.75,           2,         Inf,   0.2299951,         Inf,   0.2299951,    24.40299
        1868,      287.42,f_d13c_lin,f_gstar_constref,    9.033492,    12.07933,    15.53191,    30.86660,    22.75559,    22.75559,    29.12283,        0.75,           2,         Inf,   0.2300071,         Inf,   0.2300071,    24.40297
        1869,      287.64,f_d13c_lin,f_gstar_constref,    9.040921,    12.08633,    15.53518,    30.86107,    22.77300,    22.77300,    29.14512,        0.75,           2,         Inf,   0.2300196,         Inf,   0.2300196,    24.40296
        1870,      287.87,f_d13c_lin,f_gstar_constref,    9.048684,    12.09365,    15.53860,    30.85530,    22.79119,    22.79119,    29.16843,        0.75,           2,         Inf,   0.2300326,         Inf,   0.2300326,    24.40295
        1871,      288.11,f_d13c_lin,f_gstar_constref,    9.056782,    12.10129,    15.54215,    30.84928,    22.81017,    22.81017,    29.19275,        0.75,           2,         Inf,   0.2300461,         Inf,   0.2300461,    24.40293
        1872,      288.34,f_d13c_lin,f_gstar_constref,    9.064539,    12.10860,    15.54556,    30.84353,    22.82837,    22.82837,    29.21605,        0.75,           2,         Inf,   0.2300589,         Inf,   0.2300589,    24.40292
        1873,      288.56,f_d13c_lin,f_gstar_constref,    9.071956,    12.11560,    15.54882,    30.83804,    22.84577,    22.84577,    29.23834,        0.75,           2,         Inf,   0.2300710,         Inf,   0.2300710,    24.40290
        1874,      288.77,f_d13c_lin,f_gstar_constref,    9.079034,    12.12227,    15.55192,    30.83281,    22.86238,    22.86238,    29.25962,        0.75,           2,         Inf,   0.2300825,         Inf,   0.2300825,    24.40289
        1875,      288.97,f_d13c_lin,f_gstar_constref,    9.085772,    12.12862,    15.55487,    30.82783,    22.87820,    22.87820,    29.27989,        0.75,           2,         Inf,   0.2300934,         Inf,   0.2300934,    24.40288
        1876,      289.16,f_d13c_lin,f_gstar_constref,    9.092171,    12.13466,    15.55767,    30.82312,    22.89323,    22.89323,    29.29914,        0.75,           2,         Inf,   0.2301037,         Inf,   0.2301037,    24.40287
        1877,      289.35,f_d13c_lin,f_gstar_constref,    9.098568,    12.14069,    15.56047,    30.81841,    22.90826,    22.90826,    29.31839,        0.75,           2,         Inf,   0.2301140,         Inf,   0.2301140,    24.40286
        1878,      289.55,f_d13c_lin,f_gstar_constref,    9.105300,    12.14704,    15.56342,    30.81346,    22.92408,    22.92408,    29.33865,        0.75,           2,         Inf,   0.2301247,         Inf,   0.2301247,    24.40284
        1879,      289.77,f_d13c_lin,f_gstar_constref,    9.112702,    12.15402,    15.56665,    30.80802,    22.94148,    22.94148,    29.36095,        0.75,           2,         Inf,   0.2301364,         Inf,   0.2301364,    24.40283
        1880,      290.00,f_d13c_lin,f_gstar_constref,    9.120438,    12.16131,    15.57003,    30.80235,    22.95968,    22.95968,    29.38425,        0.75,           2,         Inf,   0.2301485,         Inf,   0.2301485,    24.40282
        1881,      290.24,f_d13c_lin,f_gstar_constref,    9.128508,    12.16892,    15.57355,    30.79645,    22.97866,    22.97866,    29.40857,        0.75,           2,         Inf,   0.2301611,         Inf,   0.2301611,    24.40280
        1882,      290.51,f_d13c_lin,f_gstar_constref,    9.137582,    12.17748,    15.57751,    30.78982,    23.00002,    23.00002,    29.43593,        0.75,           2,         Inf,   0.2301751,         Inf,   0.2301751,    24.40279
        1883,      290.80,f_d13c_lin,f_gstar_constref,    9.147323,    12.18666,    15.58175,    30.78272,    23.02296,    23.02296,    29.46531,        0.75,           2,         Inf,   0.2301900,         Inf,   0.2301900,    24.40277
        1884,      291.13,f_d13c_lin,f_gstar_constref,    9.158403,    12.19711,    15.58657,    30.77465,    23.04907,    23.04907,    29.49875,        0.75,           2,         Inf,   0.2302068,         Inf,   0.2302068,    24.40275
        1885,      291.48,f_d13c_lin,f_gstar_constref,    9.170147,    12.20818,    15.59168,    30.76613,    23.07676,    23.07676,    29.53421,        0.75,           2,         Inf,   0.2302245,         Inf,   0.2302245,    24.40273
        1886,      291.86,f_d13c_lin,f_gstar_constref,    9.182891,    12.22020,    15.59721,    30.75690,    23.10682,    23.10682,    29.57271,        0.75,           2,         Inf,   0.2302434,         Inf,   0.2302434,    24.40271
        1887,      292.25,f_d13c_lin,f_gstar_constref,    9.195961,    12.23253,    15.60288,    30.74746,    23.13767,    23.13767,    29.61223,        0.75,           2,         Inf,   0.2302625,         Inf,   0.2302625,    24.40269
        1888,      292.65,f_d13c_lin,f_gstar_constref,    9.209358,    12.24516,    15.60868,    30.73781,    23.16931,    23.16931,    29.65276,        0.75,           2,         Inf,   0.2302819,         Inf,   0.2302819,    24.40267
        1889,      293.05,f_d13c_lin,f_gstar_constref,    9.222746,    12.25778,    15.61447,    30.72819,    23.20096,    23.20096,    29.69329,        0.75,           2,         Inf,   0.2303011,         Inf,   0.2303011,    24.40265
        1890,      293.46,f_d13c_lin,f_gstar_constref,    9.236460,    12.27071,    15.62039,    30.71836,    23.23339,    23.23339,    29.73483,        0.75,           2,         Inf,   0.2303204,         Inf,   0.2303204,    24.40263
        1891,      293.86,f_d13c_lin,f_gstar_constref,    9.249830,    12.28332,    15.62616,    30.70881,    23.26504,    23.26504,    29.77536,        0.75,           2,         Inf,   0.2303390,         Inf,   0.2303390,    24.40261
        1892,      294.25,f_d13c_lin,f_gstar_constref,    9.262858,    12.29560,    15.63177,    30.69952,    23.29589,    23.29589,    29.81488,        0.75,           2,         Inf,   0.2303569,         Inf,   0.2303569,    24.40259
        1893,      294.62,f_d13c_lin,f_gstar_constref,    9.275209,    12.30725,    15.63708,    30.69074,    23.32516,    23.32516,    29.85237,        0.75,           2,         Inf,   0.2303736,         Inf,   0.2303736,    24.40257
        1894,      294.98,f_d13c_lin,f_gstar_constref,    9.287220,    12.31858,    15.64224,    30.68222,    23.35364,    23.35364,    29.88885,        0.75,           2,         Inf,   0.2303897,         Inf,   0.2303897,    24.40255
        1895,      295.30,f_d13c_lin,f_gstar_constref,    9.297890,    12.32864,    15.64682,    30.67467,    23.37896,    23.37896,    29.92127,        0.75,           2,         Inf,   0.2304038,         Inf,   0.2304038,    24.40254
        1896,      295.60,f_d13c_lin,f_gstar_constref,    9.307888,    12.33806,    15.65111,    30.66761,    23.40269,    23.40269,    29.95167,        0.75,           2,         Inf,   0.2304168,         Inf,   0.2304168,    24.40252
        1897,      295.86,f_d13c_lin,f_gstar_constref,    9.316549,    12.34623,    15.65482,    30.66151,    23.42326,    23.42326,    29.97801,        0.75,           2,         Inf,   0.2304281,         Inf,   0.2304281,    24.40251
        1898,      296.11,f_d13c_lin,f_gstar_constref,    9.324874,    12.35408,    15.65838,    30.65565,    23.44304,    23.44304,    30.00335,        0.75,           2,         Inf,   0.2304387,         Inf,   0.2304387,    24.40250
        1899,      296.34,f_d13c_lin,f_gstar_constref,    9.332529,    12.36130,    15.66165,    30.65027,    23.46124,    23.46124,    30.02665,        0.75,           2,         Inf,   0.2304485,         Inf,   0.2304485,    24.40249
        1900,      296.56,f_d13c_lin,f_gstar_constref,    9.339849,    12.36820,    15.66478,    30.64514,    23.47864,    23.47864,    30.04894,        0.75,           2,         Inf,   0.2304577,         Inf,   0.2304577,    24.40248
        1901,      296.80,f_d13c_lin,f_gstar_constref,    9.347831,    12.37573,    15.66819,    30.63955,    23.49763,    23.49763,    30.07326,        0.75,           2,         Inf,   0.2304677,         Inf,   0.2304677,    24.40247
        1902,      297.04,f_d13c_lin,f_gstar_constref,    9.355810,    12.38325,    15.67160,    30.63397,    23.51662,    23.51662,    30.09758,        0.75,           2,         Inf,   0.2304776,         Inf,   0.2304776,    24.40245
        1903,      297.29,f_d13c_lin,f_gstar_constref,    9.364119,    12.39109,    15.67514,    30.62817,    23.53640,    23.53640,    30.12291,        0.75,           2,         Inf,   0.2304878,         Inf,   0.2304878,    24.40244
        1904,      297.57,f_d13c_lin,f_gstar_constref,    9.373420,    12.39986,    15.67910,    30.62169,    23.55855,    23.55855,    30.15128,        0.75,           2,         Inf,   0.2304992,         Inf,   0.2304992,    24.40243
        1905,      297.87,f_d13c_lin,f_gstar_constref,    9.383381,    12.40925,    15.68334,    30.61476,    23.58229,    23.58229,    30.18168,        0.75,           2,         Inf,   0.2305112,         Inf,   0.2305112,    24.40242
        1906,      298.17,f_d13c_lin,f_gstar_constref,    9.393337,    12.41864,    15.68757,    30.60785,    23.60602,    23.60602,    30.21208,        0.75,           2,         Inf,   0.2305230,         Inf,   0.2305230,    24.40240
        1907,      298.49,f_d13c_lin,f_gstar_constref,    9.403951,    12.42864,    15.69208,    30.60049,    23.63134,    23.63134,    30.24450,        0.75,           2,         Inf,   0.2305356,         Inf,   0.2305356,    24.40239
        1908,      298.82,f_d13c_lin,f_gstar_constref,    9.414891,    12.43896,    15.69672,    30.59293,    23.65745,    23.65745,    30.27794,        0.75,           2,         Inf,   0.2305483,         Inf,   0.2305483,    24.40238
        1909,      299.15,f_d13c_lin,f_gstar_constref,    9.425825,    12.44927,    15.70136,    30.58539,    23.68356,    23.68356,    30.31137,        0.75,           2,         Inf,   0.2305608,         Inf,   0.2305608,    24.40236
        1910,      299.49,f_d13c_lin,f_gstar_constref,    9.437085,    12.45989,    15.70612,    30.57763,    23.71046,    23.71046,    30.34582,        0.75,           2,         Inf,   0.2305736,         Inf,   0.2305736,    24.40235
        1911,      299.84,f_d13c_lin,f_gstar_constref,    9.448669,    12.47081,    15.71102,    30.56968,    23.73815,    23.73815,    30.38129,        0.75,           2,         Inf,   0.2305866,         Inf,   0.2305866,    24.40233
        1912,      300.20,f_d13c_lin,f_gstar_constref,    9.460576,    12.48204,    15.71605,    30.56152,    23.76664,    23.76664,    30.41776,        0.75,           2,         Inf,   0.2305997,         Inf,   0.2305997,    24.40232
        1913,      300.58,f_d13c_lin,f_gstar_constref,    9.473138,    12.49388,    15.72135,    30.55293,    23.79670,    23.79670,    30.45627,        0.75,           2,         Inf,   0.2306134,         Inf,   0.2306134,    24.40230
        1914,      300.97,f_d13c_lin,f_gstar_constref,    9.486023,    12.50603,    15.72678,    30.54414,    23.82756,    23.82756,    30.49579,        0.75,           2,         Inf,   0.2306272,         Inf,   0.2306272,    24.40229
        1915,      301.36,f_d13c_lin,f_gstar_constref,    9.498899,    12.51817,    15.73220,    30.53539,    23.85842,    23.85842,    30.53530,        0.75,           2,         Inf,   0.2306407,         Inf,   0.2306407,    24.40227
        1916,      301.76,f_d13c_lin,f_gstar_constref,    9.512096,    12.53062,    15.73775,    30.52643,    23.89007,    23.89007,    30.57583,        0.75,           2,         Inf,   0.2306544,         Inf,   0.2306544,    24.40226
        1917,      302.16,f_d13c_lin,f_gstar_constref,    9.525285,    12.54305,    15.74329,    30.51751,    23.92172,    23.92172,    30.61636,        0.75,           2,         Inf,   0.2306678,         Inf,   0.2306678,    24.40224
        1918,      302.55,f_d13c_lin,f_gstar_constref,    9.538136,    12.55517,    15.74868,    30.50883,    23.95258,    23.95258,    30.65588,        0.75,           2,         Inf,   0.2306807,         Inf,   0.2306807,    24.40223
        1919,      302.92,f_d13c_lin,f_gstar_constref,    9.550321,    12.56666,    15.75378,    30.50063,    23.98185,    23.98185,    30.69337,        0.75,           2,         Inf,   0.2306927,         Inf,   0.2306927,    24.40222
        1920,      303.28,f_d13c_lin,f_gstar_constref,    9.562169,    12.57783,    15.75873,    30.49267,    24.01034,    24.01034,    30.72985,        0.75,           2,         Inf,   0.2307042,         Inf,   0.2307042,    24.40220
        1921,      303.63,f_d13c_lin,f_gstar_constref,    9.573681,    12.58869,    15.76354,    30.48495,    24.03803,    24.03803,    30.76531,        0.75,           2,         Inf,   0.2307152,         Inf,   0.2307152,    24.40219
        1922,      303.97,f_d13c_lin,f_gstar_constref,    9.584858,    12.59923,    15.76821,    30.47747,    24.06494,    24.06494,    30.79976,        0.75,           2,         Inf,   0.2307257,         Inf,   0.2307257,    24.40218
        1923,      304.32,f_d13c_lin,f_gstar_constref,    9.596357,    12.61007,    15.77300,    30.46980,    24.09263,    24.09263,    30.83522,        0.75,           2,         Inf,   0.2307364,         Inf,   0.2307364,    24.40217
        1924,      304.66,f_d13c_lin,f_gstar_constref,    9.607521,    12.62060,    15.77765,    30.46237,    24.11954,    24.11954,    30.86967,        0.75,           2,         Inf,   0.2307466,         Inf,   0.2307466,    24.40216
        1925,      305.01,f_d13c_lin,f_gstar_constref,    9.619007,    12.63143,    15.78243,    30.45473,    24.14723,    24.14723,    30.90514,        0.75,           2,         Inf,   0.2307569,         Inf,   0.2307569,    24.40215
        1926,      305.36,f_d13c_lin,f_gstar_constref,    9.630487,    12.64225,    15.78720,    30.44712,    24.17493,    24.17493,    30.94060,        0.75,           2,         Inf,   0.2307670,         Inf,   0.2307670,    24.40214
        1927,      305.73,f_d13c_lin,f_gstar_constref,    9.642616,    12.65369,    15.79224,    30.43910,    24.20421,    24.20421,    30.97809,        0.75,           2,         Inf,   0.2307775,         Inf,   0.2307775,    24.40212
        1928,      306.10,f_d13c_lin,f_gstar_constref,    9.654737,    12.66512,    15.79726,    30.43110,    24.23348,    24.23348,    31.01558,        0.75,           2,         Inf,   0.2307878,         Inf,   0.2307878,    24.40211
        1929,      306.47,f_d13c_lin,f_gstar_constref,    9.666851,    12.67654,    15.80228,    30.42313,    24.26276,    24.26276,    31.05307,        0.75,           2,         Inf,   0.2307980,         Inf,   0.2307980,    24.40210
        1930,      306.84,f_d13c_lin,f_gstar_constref,    9.678957,    12.68796,    15.80728,    30.41517,    24.29204,    24.29204,    31.09056,        0.75,           2,         Inf,   0.2308079,         Inf,   0.2308079,    24.40209
        1931,      307.21,f_d13c_lin,f_gstar_constref,    9.691056,    12.69936,    15.81228,    30.40724,    24.32132,    24.32132,    31.12805,        0.75,           2,         Inf,   0.2308177,         Inf,   0.2308177,    24.40208
        1932,      307.58,f_d13c_lin,f_gstar_constref,    9.703148,    12.71077,    15.81727,    30.39934,    24.35060,    24.35060,    31.16554,        0.75,           2,         Inf,   0.2308272,         Inf,   0.2308272,    24.40207
        1933,      307.95,f_d13c_lin,f_gstar_constref,    9.715233,    12.72216,    15.82225,    30.39146,    24.37988,    24.37988,    31.20303,        0.75,           2,         Inf,   0.2308366,         Inf,   0.2308366,    24.40206
        1934,      308.32,f_d13c_lin,f_gstar_constref,    9.727310,    12.73355,    15.82722,    30.38360,    24.40916,    24.40916,    31.24052,        0.75,           2,         Inf,   0.2308458,         Inf,   0.2308458,    24.40205
        1935,      308.68,f_d13c_lin,f_gstar_constref,    9.739054,    12.74462,    15.83205,    30.37597,    24.43765,    24.43765,    31.27700,        0.75,           2,         Inf,   0.2308545,         Inf,   0.2308545,    24.40204
        1936,      309.04,f_d13c_lin,f_gstar_constref,    9.750791,    12.75569,    15.83687,    30.36837,    24.46614,    24.46614,    31.31348,        0.75,           2,         Inf,   0.2308631,         Inf,   0.2308631,    24.40203
        1937,      309.38,f_d13c_lin,f_gstar_constref,    9.761870,    12.76614,    15.84142,    30.36120,    24.49304,    24.49304,    31.34793,        0.75,           2,         Inf,   0.2308711,         Inf,   0.2308711,    24.40202
        1938,      309.70,f_d13c_lin,f_gstar_constref,    9.772291,    12.77596,    15.84569,    30.35448,    24.51837,    24.51837,    31.38035,        0.75,           2,         Inf,   0.2308784,         Inf,   0.2308784,    24.40201
        1939,      310.01,f_d13c_lin,f_gstar_constref,    9.782381,    12.78548,    15.84982,    30.34798,    24.54290,    24.54290,    31.41176,        0.75,           2,         Inf,   0.2308854,         Inf,   0.2308854,    24.40201
        1940,      310.27,f_d13c_lin,f_gstar_constref,    9.790841,    12.79345,    15.85328,    30.34255,    24.56348,    24.56348,    31.43811,        0.75,           2,         Inf,   0.2308911,         Inf,   0.2308911,    24.40200
        1941,      310.50,f_d13c_lin,f_gstar_constref,    9.798321,    12.80051,    15.85634,    30.33775,    24.58168,    24.58168,    31.46141,        0.75,           2,         Inf,   0.2308961,         Inf,   0.2308961,    24.40199
        1942,      310.68,f_d13c_lin,f_gstar_constref,    9.804173,    12.80602,    15.85873,    30.33399,    24.59592,    24.59592,    31.47965,        0.75,           2,         Inf,   0.2309000,         Inf,   0.2309000,    24.40199
        1943,      310.82,f_d13c_lin,f_gstar_constref,    9.808723,    12.81031,    15.86059,    30.33108,    24.60700,    24.60700,    31.49384,        0.75,           2,         Inf,   0.2309030,         Inf,   0.2309030,    24.40199
        1944,      310.93,f_d13c_lin,f_gstar_constref,    9.812297,    12.81369,    15.86205,    30.32879,    24.61571,    24.61571,    31.50498,        0.75,           2,         Inf,   0.2309053,         Inf,   0.2309053,    24.40198
        1945,      311.03,f_d13c_lin,f_gstar_constref,    9.815547,    12.81675,    15.86338,    30.32672,    24.62362,    24.62362,    31.51511,        0.75,           2,         Inf,   0.2309074,         Inf,   0.2309074,    24.40198
        1946,      311.12,f_d13c_lin,f_gstar_constref,    9.818470,    12.81951,    15.86457,    30.32485,    24.63075,    24.63075,    31.52423,        0.75,           2,         Inf,   0.2309093,         Inf,   0.2309093,    24.40198
        1947,      311.23,f_d13c_lin,f_gstar_constref,    9.822043,    12.82287,    15.86603,    30.32257,    24.63945,    24.63945,    31.53538,        0.75,           2,         Inf,   0.2309115,         Inf,   0.2309115,    24.40198
        1948,      311.36,f_d13c_lin,f_gstar_constref,    9.826265,    12.82686,    15.86775,    30.31987,    24.64974,    24.64974,    31.54855,        0.75,           2,         Inf,   0.2309142,         Inf,   0.2309142,    24.40197
        1949,      311.52,f_d13c_lin,f_gstar_constref,    9.831459,    12.83175,    15.86986,    30.31656,    24.66240,    24.66240,    31.56476,        0.75,           2,         Inf,   0.2309175,         Inf,   0.2309175,    24.40197
        1950,      311.71,f_d13c_lin,f_gstar_constref,    9.837626,    12.83757,    15.87237,    30.31263,    24.67744,    24.67744,    31.58402,        0.75,           2,         Inf,   0.2309213,         Inf,   0.2309213,    24.40197
        1951,      311.92,f_d13c_lin,f_gstar_constref,    9.844440,    12.84399,    15.87515,    30.30830,    24.69406,    24.69406,    31.60529,        0.75,           2,         Inf,   0.2309255,         Inf,   0.2309255,    24.40196
        1952,      312.16,f_d13c_lin,f_gstar_constref,    9.852224,    12.85133,    15.87831,    30.30335,    24.71305,    24.71305,    31.62961,        0.75,           2,         Inf,   0.2309302,         Inf,   0.2309302,    24.40196
        1953,      312.44,f_d13c_lin,f_gstar_constref,    9.861302,    12.85989,    15.88200,    30.29759,    24.73521,    24.73521,    31.65798,        0.75,           2,         Inf,   0.2309356,         Inf,   0.2309356,    24.40195
        1954,      312.75,f_d13c_lin,f_gstar_constref,    9.871347,    12.86937,    15.88608,    30.29123,    24.75975,    24.75975,    31.68939,        0.75,           2,         Inf,   0.2309414,         Inf,   0.2309414,    24.40194
        1955,      313.09,f_d13c_lin,f_gstar_constref,    9.882359,    12.87975,    15.89055,    30.28427,    24.78665,    24.78665,    31.72384,        0.75,           2,         Inf,   0.2309477,         Inf,   0.2309477,    24.40194
        1956,      313.48,f_d13c_lin,f_gstar_constref,    9.894983,    12.89165,    15.89566,    30.27632,    24.81752,    24.81752,    31.76336,        0.75,           2,         Inf,   0.2309547,         Inf,   0.2309547,    24.40193
        1957,      313.93,f_d13c_lin,f_gstar_constref,    9.909539,    12.90538,    15.90155,    30.26716,    24.85313,    24.85313,    31.80896,        0.75,           2,         Inf,   0.2309626,         Inf,   0.2309626,    24.40192
        1958,      314.75,f_d13c_lin,f_gstar_constref,    9.936036,    12.93036,    15.91225,    30.25056,    24.91803,    24.91803,    31.89204,        0.75,           2,         Inf,   0.2309762,         Inf,   0.2309762,    24.40191
        1959,      315.53,f_d13c_lin,f_gstar_constref,    9.961208,    12.95410,    15.92239,    30.23487,    24.97977,    24.97977,    31.97108,        0.75,           2,         Inf,   0.2309884,         Inf,   0.2309884,    24.40189
        1960,      316.44,f_d13c_lin,f_gstar_constref,    9.990535,    12.98175,    15.93417,    30.21668,    25.05179,    25.05179,    32.06328,        0.75,           2,         Inf,   0.2310016,         Inf,   0.2310016,    24.40188
        1961,      317.15,f_d13c_lin,f_gstar_constref,   10.013387,    13.00330,    15.94333,    30.20257,    25.10799,    25.10799,    32.13522,        0.75,           2,         Inf,   0.2310112,         Inf,   0.2310112,    24.40187
        1962,      317.94,f_d13c_lin,f_gstar_constref,   10.038782,    13.02724,    15.95349,    30.18697,    25.17052,    25.17052,    32.21527,        0.75,           2,         Inf,   0.2310212,         Inf,   0.2310212,    24.40186
        1963,      318.46,f_d13c_lin,f_gstar_constref,   10.055480,    13.04299,    15.96015,    30.17675,    25.21168,    25.21168,    32.26796,        0.75,           2,         Inf,   0.2310273,         Inf,   0.2310273,    24.40185
        1964,      319.06,f_d13c_lin,f_gstar_constref,   10.074730,    13.06114,    15.96782,    30.16500,    25.25917,    25.25917,    32.32875,        0.75,           2,         Inf,   0.2310340,         Inf,   0.2310340,    24.40184
        1965,      319.46,f_d13c_lin,f_gstar_constref,   10.087553,    13.07323,    15.97292,    30.15720,    25.29083,    25.29083,    32.36928,        0.75,           2,         Inf,   0.2310382,         Inf,   0.2310382,    24.40184
        1966,      320.78,f_d13c_lin,f_gstar_constref,   10.129809,    13.11308,    15.98969,    30.13163,    25.39531,    25.39531,    32.50303,        0.75,           2,         Inf,   0.2310508,         Inf,   0.2310508,    24.40182
        1967,      321.53,f_d13c_lin,f_gstar_constref,   10.153779,    13.13568,    15.99917,    30.11721,    25.45468,    25.45468,    32.57903,        0.75,           2,         Inf,   0.2310570,         Inf,   0.2310570,    24.40182
        1968,      322.39,f_d13c_lin,f_gstar_constref,   10.181228,    13.16156,    16.01000,    30.10078,    25.52275,    25.52275,    32.66617,        0.75,           2,         Inf,   0.2310633,         Inf,   0.2310633,    24.40181
        1969,      323.95,f_d13c_lin,f_gstar_constref,   10.230922,    13.20842,    16.02954,    30.07123,    25.64624,    25.64624,    32.82423,        0.75,           2,         Inf,   0.2310726,         Inf,   0.2310726,    24.40180
        1970,      324.98,f_d13c_lin,f_gstar_constref,   10.263664,    13.23929,    16.04236,    30.05191,    25.72778,    25.72778,    32.92860,        0.75,           2,         Inf,   0.2310771,         Inf,   0.2310771,    24.40180
